userId,gridExp,logicExp,genreOrder,narrOrder,modeMap,trainMode,ballroomMode,chiliMode,tutorialTime,tutorialSlide,category,numPuzzles,totalTime,averageTime
DpKOvQFzmUX7C3ysf7SBlhhJl482,2,2,"['The Great Chili Competition', 'The Wild Rose Train', ""Lady Rose's Chrysanthemum Ball""]","['hints', 'nar', 'if']","{'The Great Chili Competition': 'hints', 'The Wild Rose Train': 'nar', ""Lady Rose's Chrysanthemum Ball"": 'if'}",nar,if,hints,548830,11,expert,1,258859.0,258859.0
JgmyX7bVuOWkzqS8vyjjc5VHPHk1,1,1,"['The Wild Rose Train', ""Lady Rose's Chrysanthemum Ball"", 'The Great Chili Competition']","['hints', 'if', 'nar']","{'The Wild Rose Train': 'hints', ""Lady Rose's Chrysanthemum Ball"": 'if', 'The Great Chili Competition': 'nar'}",hints,if,nar,157937,11,novice,1,53196.0,53196.0
9lXWx6S8jzSASYHd949tKYMmGI92,2,2,"['The Great Chili Competition', 'The Wild Rose Train', ""Lady Rose's Chrysanthemum Ball""]","['nar', 'if', 'hints']","{'The Great Chili Competition': 'nar', 'The Wild Rose Train': 'if', ""Lady Rose's Chrysanthemum Ball"": 'hints'}",if,hints,nar,137187,11,expert,1,1767990.0,1767990.0
yIubK8zQjbRXQ8fo5umXEDclrpZ2,1,1,"['The Great Chili Competition', 'The Wild Rose Train', ""Lady Rose's Chrysanthemum Ball""]","['hints', 'if', 'nar']","{'The Great Chili Competition': 'hints', 'The Wild Rose Train': 'if', ""Lady Rose's Chrysanthemum Ball"": 'nar'}",if,nar,hints,237615,11,novice,1,306770.0,306770.0
EEunqc7R6QVeDENsZ8cbPig9E9q1,2,1,"['The Wild Rose Train', ""Lady Rose's Chrysanthemum Ball"", 'The Great Chili Competition']","['if', 'hints', 'nar']","{'The Wild Rose Train': 'if', ""Lady Rose's Chrysanthemum Ball"": 'hints', 'The Great Chili Competition': 'nar'}",if,hints,nar,129107,11,expert,3,838021.0,279340.3333333333
E7L1YEn4XtOLXjkSRuYasuFawpA2,2,2,"[""Lady Rose's Chrysanthemum Ball"", 'The Wild Rose Train', 'The Great Chili Competition']","['nar', 'hints', 'if']","{""Lady Rose's Chrysanthemum Ball"": 'nar', 'The Wild Rose Train': 'hints', 'The Great Chili Competition': 'if'}",hints,nar,if,190349,11,expert,3,2366969.0,788989.6666666666
TCUoBMSTGLU2Pj0hpoJpnOrw4xW2,1,2,"['The Great Chili Competition', ""Lady Rose's Chrysanthemum Ball"", 'The Wild Rose Train']","['if', 'nar', 'hints']","{'The Great Chili Competition': 'if', ""Lady Rose's Chrysanthemum Ball"": 'nar', 'The Wild Rose Train': 'hints'}",hints,nar,if,289476,11,intermediate,1,1458818.0,1458818.0
mVXjdjGlvXaiQ7sIs13RftiKE723,2,2,"['The Wild Rose Train', ""Lady Rose's Chrysanthemum Ball"", 'The Great Chili Competition']","['hints', 'if', 'nar']","{'The Wild Rose Train': 'hints', ""Lady Rose's Chrysanthemum Ball"": 'if', 'The Great Chili Competition': 'nar'}",hints,if,nar,425610,11,expert,1,483786.0,483786.0
s4mFIfVlT9P1FeelgpqJzYv7MZb2,2,2,"['The Wild Rose Train', 'The Great Chili Competition', ""Lady Rose's Chrysanthemum Ball""]","['nar', 'hints', 'if']","{'The Wild Rose Train': 'nar', 'The Great Chili Competition': 'hints', ""Lady Rose's Chrysanthemum Ball"": 'if'}",nar,if,hints,92949,11,expert,1,479065.0,479065.0
WzAkKPHmZYZ88wjkyqyEOwgj1gJ3,1,2,"[""Lady Rose's Chrysanthemum Ball"", 'The Wild Rose Train', 'The Great Chili Competition']","['nar', 'if', 'hints']","{""Lady Rose's Chrysanthemum Ball"": 'nar', 'The Wild Rose Train': 'if', 'The Great Chili Competition': 'hints'}",if,nar,hints,452731,11,intermediate,3,608734.0,202911.33333333334
cC363EQG5SV0ImooSgwtsDdxbhD3,1,1,"['The Wild Rose Train', 'The Great Chili Competition', ""Lady Rose's Chrysanthemum Ball""]","['if', 'nar', 'hints']","{'The Wild Rose Train': 'if', 'The Great Chili Competition': 'nar', ""Lady Rose's Chrysanthemum Ball"": 'hints'}",if,hints,nar,370551,11,novice,1,0.0,0.0
VJI4oP8ALDNU2pvR0raFza2hMuI2,1,2,"[""Lady Rose's Chrysanthemum Ball"", 'The Wild Rose Train', 'The Great Chili Competition']","['hints', 'nar', 'if']","{""Lady Rose's Chrysanthemum Ball"": 'hints', 'The Wild Rose Train': 'nar', 'The Great Chili Competition': 'if'}",nar,hints,if,248576,11,intermediate,2,271718.0,135859.0
